File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
D:\PRTOT\NEWWSPRTOT\JavaSkillUp\src\day8\assignment1\GenericsTest.java,113,85,69,7,11,3,17,112,0,0
